symbol,exchange,date,adjusted close,option symbol,expiration,strike,call/put,style,ask,bid,volume,open interest,unadjusted
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00300000,03/31/17,300,C,E,2073.9,2062.9,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00300000,03/31/17,300,P,E,0.1,0,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00400000,03/31/17,400,C,E,1974.1,1962.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00400000,03/31/17,400,P,E,0.05,0,0,10,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00500000,03/31/17,500,C,E,1874.1,1862.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00500000,03/31/17,500,P,E,0.05,0,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00600000,03/31/17,600,C,E,1774.1,1762.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00600000,03/31/17,600,P,E,0.05,0,0,132,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00700000,03/31/17,700,C,E,1673.9,1662.9,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00700000,03/31/17,700,P,E,0.05,0,0,300,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00750000,03/31/17,750,C,E,1624.1,1612.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00750000,03/31/17,750,P,E,0.05,0,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00800000,03/31/17,800,C,E,1574.1,1562.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00800000,03/31/17,800,P,E,0.05,0,0,127,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00850000,03/31/17,850,C,E,1524.5,1513.2,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00850000,03/31/17,850,P,E,0.05,0,0,62,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00900000,03/31/17,900,C,E,1474.2,1463.2,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00900000,03/31/17,900,P,E,0.05,0,0,4,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C00950000,03/31/17,950,C,E,1424.4,1413,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P00950000,03/31/17,950,P,E,0.05,0,0,301,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01000000,03/31/17,1000,C,E,1374.4,1363,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01000000,03/31/17,1000,P,E,0.05,0,0,2421,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01025000,03/31/17,1025,C,E,1353.9,1338,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01025000,03/31/17,1025,P,E,0.05,0,0,336,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01050000,03/31/17,1050,C,E,1324.2,1313.2,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01050000,03/31/17,1050,P,E,0.05,0,0,100,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01075000,03/31/17,1075,C,E,1299.4,1288,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01075000,03/31/17,1075,P,E,0.05,0,0,51,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01100000,03/31/17,1100,C,E,1274.4,1263,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01100000,03/31/17,1100,P,E,0.05,0,0,19,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01125000,03/31/17,1125,C,E,1249.4,1238,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01125000,03/31/17,1125,P,E,0.05,0,0,419,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01150000,03/31/17,1150,C,E,1224.2,1213.2,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01150000,03/31/17,1150,P,E,0.05,0,0,116,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01175000,03/31/17,1175,C,E,1199.2,1187.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01175000,03/31/17,1175,P,E,0.05,0,0,99,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01200000,03/31/17,1200,C,E,1179.1,1162.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01200000,03/31/17,1200,P,E,0.05,0,0,1576,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01225000,03/31/17,1225,C,E,1149.2,1137.7,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01225000,03/31/17,1225,P,E,0.05,0,0,554,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01250000,03/31/17,1250,C,E,1124,1112.9,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01250000,03/31/17,1250,P,E,0.05,0,0,101,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01275000,03/31/17,1275,C,E,1099,1088,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01275000,03/31/17,1275,P,E,0.05,0,0,115,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01300000,03/31/17,1300,C,E,1074.2,1062.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01300000,03/31/17,1300,P,E,0.05,0,0,304,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01325000,03/31/17,1325,C,E,1049,1038,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01325000,03/31/17,1325,P,E,0.05,0,0,135,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01350000,03/31/17,1350,C,E,1024.2,1012.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01350000,03/31/17,1350,P,E,0.05,0,0,2800,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01375000,03/31/17,1375,C,E,999,988,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01375000,03/31/17,1375,P,E,0.05,0,0,2865,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01400000,03/31/17,1400,C,E,974.2,962.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01400000,03/31/17,1400,P,E,0.05,0,0,3466,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01425000,03/31/17,1425,C,E,949.2,937.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01425000,03/31/17,1425,P,E,0.05,0,0,102,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01450000,03/31/17,1450,C,E,924.2,912.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01450000,03/31/17,1450,P,E,0.05,0,0,12717,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01475000,03/31/17,1475,C,E,899.2,887.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01475000,03/31/17,1475,P,E,0.05,0,0,522,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01500000,03/31/17,1500,C,E,874,863,0,49,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01500000,03/31/17,1500,P,E,0.05,0,0,3394,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01525000,03/31/17,1525,C,E,849.2,837.8,0,21,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01525000,03/31/17,1525,P,E,0.05,0,0,6311,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01550000,03/31/17,1550,C,E,824.2,812.8,0,13,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01550000,03/31/17,1550,P,E,0.05,0,0,5863,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01575000,03/31/17,1575,C,E,799.2,787.8,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01575000,03/31/17,1575,P,E,0.05,0,0,4231,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01600000,03/31/17,1600,C,E,774,763,2,109,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01600000,03/31/17,1600,P,E,0.05,0,2,22292,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01625000,03/31/17,1625,C,E,749.2,737.8,0,47,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01625000,03/31/17,1625,P,E,0.05,0,0,5911,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01650000,03/31/17,1650,C,E,724,713,0,26,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01650000,03/31/17,1650,P,E,0.05,0,0,10850,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01675000,03/31/17,1675,C,E,699,688,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01675000,03/31/17,1675,P,E,0.05,0,0,3250,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01700000,03/31/17,1700,C,E,674.2,662.8,0,5,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01700000,03/31/17,1700,P,E,0.05,0,0,9040,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01725000,03/31/17,1725,C,E,649.2,637.8,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01725000,03/31/17,1725,P,E,0.05,0,0,5155,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01750000,03/31/17,1750,C,E,624,613,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01750000,03/31/17,1750,P,E,0.05,0,0,4665,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01775000,03/31/17,1775,C,E,599.2,587.8,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01775000,03/31/17,1775,P,E,0.05,0,0,7072,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01790000,03/31/17,1790,C,E,584.2,572.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01790000,03/31/17,1790,P,E,0.05,0,0,5227,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01800000,03/31/17,1800,C,E,574.2,562.8,0,6,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01800000,03/31/17,1800,P,E,0.05,0,0,14893,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01810000,03/31/17,1810,C,E,564.2,552.8,0,2,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01810000,03/31/17,1810,P,E,0.05,0,0,5706,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01820000,03/31/17,1820,C,E,554,543,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01820000,03/31/17,1820,P,E,0.05,0,0,853,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01825000,03/31/17,1825,C,E,549.2,537.8,0,39,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01825000,03/31/17,1825,P,E,0.05,0,0,14821,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01830000,03/31/17,1830,C,E,544.2,532.8,0,3,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01830000,03/31/17,1830,P,E,0.05,0,0,444,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01840000,03/31/17,1840,C,E,534.2,522.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01840000,03/31/17,1840,P,E,0.05,0,0,655,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01850000,03/31/17,1850,C,E,524.2,512.8,0,10,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01850000,03/31/17,1850,P,E,0.05,0,0,15583,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01860000,03/31/17,1860,C,E,514.2,502.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01860000,03/31/17,1860,P,E,0.05,0,0,2145,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01870000,03/31/17,1870,C,E,504.2,492.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01870000,03/31/17,1870,P,E,0.05,0,0,1484,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01875000,03/31/17,1875,C,E,499.2,487.8,0,11,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01875000,03/31/17,1875,P,E,0.05,0,0,5063,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01880000,03/31/17,1880,C,E,494.2,482.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01880000,03/31/17,1880,P,E,0.05,0,0,1128,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01885000,03/31/17,1885,C,E,489.2,477.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01885000,03/31/17,1885,P,E,0.05,0,0,1182,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01890000,03/31/17,1890,C,E,484,473,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01890000,03/31/17,1890,P,E,0.05,0,0,3099,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01895000,03/31/17,1895,C,E,479,468,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01895000,03/31/17,1895,P,E,0.05,0,0,1591,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01900000,03/31/17,1900,C,E,474.2,462.8,0,4,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01900000,03/31/17,1900,P,E,0.05,0,0,18184,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01905000,03/31/17,1905,C,E,469.8,458,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01905000,03/31/17,1905,P,E,0.05,0,0,340,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01910000,03/31/17,1910,C,E,464.8,453,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01910000,03/31/17,1910,P,E,0.05,0,0,2026,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01915000,03/31/17,1915,C,E,459.1,448,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01915000,03/31/17,1915,P,E,0.05,0,0,682,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01920000,03/31/17,1920,C,E,454.1,443,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01920000,03/31/17,1920,P,E,0.05,0,0,2325,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01925000,03/31/17,1925,C,E,449.1,438,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01925000,03/31/17,1925,P,E,0.05,0,0,7168,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01930000,03/31/17,1930,C,E,444.1,433,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01930000,03/31/17,1930,P,E,0.05,0,0,4344,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01935000,03/31/17,1935,C,E,439.3,427.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01935000,03/31/17,1935,P,E,0.05,0,0,697,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01940000,03/31/17,1940,C,E,434.3,422.8,0,3,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01940000,03/31/17,1940,P,E,0.05,0,0,2566,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01945000,03/31/17,1945,C,E,429.1,418,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01945000,03/31/17,1945,P,E,0.05,0,0,4210,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01950000,03/31/17,1950,C,E,424.3,412.8,0,611,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01950000,03/31/17,1950,P,E,0.05,0,0,24391,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01955000,03/31/17,1955,C,E,419.3,407.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01955000,03/31/17,1955,P,E,0.05,0,0,4483,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01960000,03/31/17,1960,C,E,414.3,402.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01960000,03/31/17,1960,P,E,0.05,0,0,3097,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01965000,03/31/17,1965,C,E,409.3,397.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01965000,03/31/17,1965,P,E,0.05,0,0,2391,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01970000,03/31/17,1970,C,E,404.3,392.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01970000,03/31/17,1970,P,E,0.05,0,0,3609,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01975000,03/31/17,1975,C,E,399.3,387.8,0,15,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01975000,03/31/17,1975,P,E,0.05,0,0,9954,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01980000,03/31/17,1980,C,E,394.3,382.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01980000,03/31/17,1980,P,E,0.05,0,0,488,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01985000,03/31/17,1985,C,E,389.1,378,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01985000,03/31/17,1985,P,E,0.05,0,0,195,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01990000,03/31/17,1990,C,E,384.3,372.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01990000,03/31/17,1990,P,E,0.05,0,0,494,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C01995000,03/31/17,1995,C,E,379.3,367.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P01995000,03/31/17,1995,P,E,0.05,0,0,963,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02000000,03/31/17,2000,C,E,374.3,362.8,0,376,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02000000,03/31/17,2000,P,E,0.05,0,0,11334,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02005000,03/31/17,2005,C,E,369.3,357.8,0,700,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02005000,03/31/17,2005,P,E,0.05,0,0,166,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02010000,03/31/17,2010,C,E,364.3,352.8,0,702,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02010000,03/31/17,2010,P,E,0.05,0,0,377,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02015000,03/31/17,2015,C,E,359.1,348,0,967,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02015000,03/31/17,2015,P,E,0.05,0,0,823,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02020000,03/31/17,2020,C,E,354.3,342.8,0,794,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02020000,03/31/17,2020,P,E,0.05,0,0,957,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02025000,03/31/17,2025,C,E,349.3,337.8,0,324,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02025000,03/31/17,2025,P,E,0.05,0,0,6354,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02030000,03/31/17,2030,C,E,344.3,332.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02030000,03/31/17,2030,P,E,0.05,0,0,793,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02035000,03/31/17,2035,C,E,339.1,328,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02035000,03/31/17,2035,P,E,0.05,0,0,106,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02040000,03/31/17,2040,C,E,334.3,322.8,0,2200,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02040000,03/31/17,2040,P,E,0.05,0,1000,9877,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02045000,03/31/17,2045,C,E,329.3,317.8,0,2204,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02045000,03/31/17,2045,P,E,0.05,0,0,654,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02050000,03/31/17,2050,C,E,324.3,312.8,0,57,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02050000,03/31/17,2050,P,E,0.05,0,1000,18443,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02055000,03/31/17,2055,C,E,319.1,308,0,4,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02055000,03/31/17,2055,P,E,0.05,0,0,7941,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02060000,03/31/17,2060,C,E,314.1,303,0,4,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02060000,03/31/17,2060,P,E,0.05,0,0,1885,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02065000,03/31/17,2065,C,E,309.3,297.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02065000,03/31/17,2065,P,E,0.05,0,0,1131,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02070000,03/31/17,2070,C,E,304.3,292.8,0,4,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02070000,03/31/17,2070,P,E,0.05,0,0,642,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02075000,03/31/17,2075,C,E,299.3,287.8,0,1011,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02075000,03/31/17,2075,P,E,0.05,0,0,9086,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02080000,03/31/17,2080,C,E,294.3,282.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02080000,03/31/17,2080,P,E,0.05,0,0,12512,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02085000,03/31/17,2085,C,E,289.3,277.8,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02085000,03/31/17,2085,P,E,0.05,0,0,592,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02090000,03/31/17,2090,C,E,284.1,273,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02090000,03/31/17,2090,P,E,0.05,0,0,3544,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02095000,03/31/17,2095,C,E,279.3,267.8,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02095000,03/31/17,2095,P,E,0.05,0,0,592,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02100000,03/31/17,2100,C,E,274.1,263,0,234,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02100000,03/31/17,2100,P,E,0.05,0,2,43830,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02105000,03/31/17,2105,C,E,269.5,258.1,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02105000,03/31/17,2105,P,E,0.05,0,0,1316,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02110000,03/31/17,2110,C,E,264.5,253.1,1,8,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02110000,03/31/17,2110,P,E,0.05,0,0,4888,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02115000,03/31/17,2115,C,E,259.5,248.1,0,1,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02115000,03/31/17,2115,P,E,0.05,0,0,2801,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02120000,03/31/17,2120,C,E,254.5,243.1,0,100,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02120000,03/31/17,2120,P,E,0.05,0,9,3255,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02125000,03/31/17,2125,C,E,249.5,238.1,0,57,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02125000,03/31/17,2125,P,E,0.05,0,0,20706,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02130000,03/31/17,2130,C,E,244.5,233.1,0,11,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02130000,03/31/17,2130,P,E,0.05,0,0,7663,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02135000,03/31/17,2135,C,E,239.5,228.1,0,17,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02135000,03/31/17,2135,P,E,0.05,0,0,5313,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02140000,03/31/17,2140,C,E,234.5,223.1,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02140000,03/31/17,2140,P,E,0.05,0,0,9637,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02145000,03/31/17,2145,C,E,229.5,218.1,0,50,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02145000,03/31/17,2145,P,E,0.05,0,0,1632,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02150000,03/31/17,2150,C,E,224.3,213.3,0,5745,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02150000,03/31/17,2150,P,E,0.05,0,18,24252,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02155000,03/31/17,2155,C,E,219.3,208.3,0,0,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02155000,03/31/17,2155,P,E,0.05,0,0,6304,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02160000,03/31/17,2160,C,E,214.5,203.1,0,23,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02160000,03/31/17,2160,P,E,0.05,0,0,4755,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02165000,03/31/17,2165,C,E,209.3,198.3,0,10,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02165000,03/31/17,2165,P,E,0.05,0,0,4158,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02170000,03/31/17,2170,C,E,204.5,193.1,0,75,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02170000,03/31/17,2170,P,E,0.05,0,0,860,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02175000,03/31/17,2175,C,E,199.5,188.1,1,7338,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02175000,03/31/17,2175,P,E,0.05,0,37,18197,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331C02180000,03/31/17,2180,C,E,194.5,183.1,1,54,2368.927
SPX,CBOE,03/30/17,2368.06,SPXW  170331P02180000,03/31/17,2180,P,E,0.05,0,6,6381,2368.927
